ID,SoundLabel,BGM1,BGM2,BGM3,BGM4,BGM5,InSoundTest,byte2,byte3,byte4,InRegionJPN,InRegionEUUS,SoundSource,SoundMixType,IconID,SoundTestBackImageBehavior,AssociatedFighters,SoundTestOrder,StageCreationOrder,StageCreationGroup,short17
131,SOUND3N,C26_KZT_Oounabara_MenuSelect,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,108,141,zelda,0
132,SOUND3O,D11_MR_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,metroid,CharacterRandom,Samus | Szerosuit,126,159,metroid,0
133,SOUND3P,D12_MR_Dasshutu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,metroid,CharacterRandom,Samus | Szerosuit,131,164,metroid,0
134,SOUND3Q,E07_ILD_Stage1_1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,yoshi,CharacterRandom,Yoshi,158,176,yoshi,0
135,SOUND3R,E08_KNY_KeitoNoYoshi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,yoshi,CharacterRandom,Yoshi,167,185,yoshi,0
136,SOUND3S,F19_YIM_ButterBuilding,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,kirby,CharacterRandom,Kirby | Metaknight | Dedede,175,193,kirby,0
137,SOUND3T,F21_SDX_DoukutsuDaiSakusen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,kirby,CharacterRandom,Kirby | Metaknight | Dedede,179,197,kirby,0
138,SOUND3U,F20_SDX_DededeDaiouNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,kirby,CharacterRandom,Kirby | Metaknight | Dedede,172,190,kirby,0
139,SOUND3V,F22_KND_MoriShizenArea,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,kirby,CharacterRandom,Kirby | Metaknight | Dedede,188,206,kirby,0
140,SOUND3W,H17_BW_10banDouro,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,223,241,pokemon,0
141,SOUND3X,H15_DP_Sentou_YaseiPokemon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,218,236,pokemon,0
142,SOUND3Y,H16_DP_Sentou_Champion,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,219,237,pokemon,0
143,SOUND3Z,H18_B2W2_23banDouro,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,226,244,pokemon,0
144,SOUND40,H19_XY_VS_Flare,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,228,246,pokemon,0
145,SOUND41,K13_MTR2_OnettNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,mother,CharacterRandom,Ness | Lucas,236,269,mother,0
146,SOUND42,J18_SSK_Tougijyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,244,277,fireemblem,0
147,SOUND43,J15_GDN_Tatakai1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,245,278,fireemblem,0
148,SOUND44,J17_MNN_Singeki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,247,280,fireemblem,0
149,SOUND45,J16_MNN_DeaiNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,248,281,fireemblem,0
150,SOUND46,P11_SHS_GingaNoSeiiki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,palutena,CharacterRandom,Pit | Pitb | Palutena,279,310,palutena,0
151,SOUND47,P12_SHS_HoukaiEngeland,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,palutena,CharacterRandom,Pit | Pitb | Palutena,278,309,palutena,0
152,SOUND48,M19_SMW_AshreyNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,CoreGameSound,RemixRed,wario,UnlockableCharacterFirst,Wario,284,315,wario,0
153,SOUND49,L10_PIK3_MissionMode,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,pikmin,CharacterRandom,Pikmin,294,325,pikmin,0
154,SOUND4A,N15_MHI_Town_Main,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,doubutsu,CharacterRandom,Murabito,300,331,doubutsu,0
155,SOUND4B,N16_TBD_Feild19Ji_Hare,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,doubutsu,CharacterRandom,Murabito,301,332,doubutsu,0
156,SOUND4C,N17_TBD_Tour,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,doubutsu,CharacterRandom,Murabito,304,335,doubutsu,0
157,SOUND4D,N18_TBD_KekeIdol,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,doubutsu,CharacterRandom,Murabito,305,336,doubutsu,0
158,SOUND4E,R28_WFT_HoopDance,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wiifit,CharacterRandom,Wiifit,306,337,wiifit,0
159,SOUND4F,R29_WFTP_AthleticMii,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wiifit,CharacterRandom,Wiifit,308,339,wiifit,0
160,SOUND4G,R30_WFTP_Skebo_FreeMode,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wiifit,CharacterRandom,Wiifit,309,340,wiifit,0
161,SOUND4H,Q21_MPO_ShiaiTyuu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,punchout,CharacterRandom,Littlemac,313,344,punchout,0
162,SOUND4I,R36_XBD_ArrangeMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,xenoblade,CharacterRandom,Shulk,317,348,xenoblade,0
163,SOUND4J,Q19_DKH_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,duckhunt,UnlockableCharacterFirst,Duckhunt,325,369,etc,0
164,SOUND4K,Q20_WCR_GameStart,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wreckingcrew,RosterRandom,,326,376,etc,0
165,SOUND4L,Q22_PW_LightPlane,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,lightplane,RosterRandom,,328,356,lightplane,0
166,SOUND4M,Q23_PW_LightPlane_ver2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,lightplane,RosterRandom,,329,357,lightplane,0
167,SOUND4N,R39_PWR_Hikouki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,lightplane,RosterRandom,,331,359,lightplane,0
168,SOUND4O,R40_PWR_HangGlider,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,lightplane,RosterRandom,,332,360,lightplane,0
169,SOUND4P,R31_WSP_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wuhuisland,RosterRandom,,334,362,wuhuisland,0
170,SOUND4Q,R32_WSR_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wuhuisland,RosterRandom,,335,363,wuhuisland,0
171,SOUND4R,R33_WSR_Title_ver2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,wuhuisland,RosterRandom,,336,364,wuhuisland,0
172,SOUND4S,R34_BT2_TheValedictoryElegy,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,,RosterRandom,,416,396,etc,0
173,SOUND4T,R11_SPC_WiiShopingChannel,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,RemixRed,,RosterRandom,,419,399,etc,53
174,SOUND4U,R35_HNE_BattleAreaA_Greecce,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,,RosterRandom,,422,402,etc,0
175,SOUND4V,R38_IKI_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,RemixRed,,RosterRandom,,429,409,etc,54
176,SOUND4W,R37_HSZ_Boss1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,,RosterRandom,,430,410,etc,0
177,SOUND4X,R42_NLD_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,RemixRed,,RosterRandom,,436,416,etc,55
178,SOUND4Y,R43_WGF_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,,RosterRandom,,434,414,etc,0
179,SOUND4Z,R41_CCT_Opening,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,,RosterRandom,,433,413,etc,0
180,SOUND50,S05_RM_CutMan_Stage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,rockman,CharacterRandom,Rockman,352,445,rockman,0
181,SOUND51,S06_RM2_QuickMan_Stage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,rockman,CharacterRandom,Rockman,356,449,rockman,0
182,SOUND52,S07_RM3_ShadowMan_Stage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,RemixRed,rockman,CharacterRandom,Rockman,359,452,rockman,0
183,SOUND53,A03_SMB_Suichu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,7,40,mario,0
184,SOUND54,A04_LND_Chika,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,13,46,mario,0
185,SOUND55,A05_SMB3_Hikousen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,12,45,mario,0
186,SOUND56,A06_WLD_Castle_Toride,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,17,50,mario,0
187,SOUND57,A07_WLD_Title_Ending,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,18,51,mario,0
188,SOUND58,A08_NEW_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,23,56,mario,0
189,SOUND59,A09_LM_Theme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,61,74,mario,0
190,SOUND5A,A17_MB_MarioBrothers,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,3,36,mario,0
191,SOUND5B,A20_SMK_MarioCircuit,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,48,94,mariocart,0
192,SOUND5C,A21_MK64_LuigiCircuit,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,49,95,mariocart,0
193,SOUND5D,A22_MKDS_WaluigiPinball,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,51,97,mariocart,0
194,SOUND5E,B01_SPR_JungleLevel_ver2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,Donkey | Diddy,80,113,donkeykong,0
195,SOUND5F,B03_DK_Opening,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,Donkey | Diddy,74,107,donkeykong,0
196,SOUND5G,B04_DK_DonkeyKong,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,Donkey | Diddy,73,106,donkeykong,0
197,SOUND5H,B05_SPR_KingKRool_ShipDeck2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,Donkey | Diddy,81,114,donkeykong,0
198,SOUND5I,B08_SPR_JungleLevel,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,donkeykong,CharacterRandom,Donkey | Diddy,77,110,donkeykong,0
199,SOUND5J,C01_ZLD_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,95,128,zelda,0
200,SOUND5K,C02_ZLD_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,93,126,zelda,0
201,SOUND5L,C03_LNK_DaiShinden_Shinden,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,97,130,zelda,0
202,SOUND5M,C04_TRI_YamiNoSekai,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,100,133,zelda,0
203,SOUND5N,C05_TRI_UraNoYamaToMori,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,101,134,zelda,0
204,SOUND5O,C07_YMS_TarutaruKougen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,98,131,zelda,0
205,SOUND5P,C08_TNO_HyruleMainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,106,139,zelda,0
206,SOUND5Q,C10_TNO_ArashiNoUta,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,107,140,zelda,0
207,SOUND5R,D01_MR_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,Samus | Szerosuit,127,160,metroid,0
208,SOUND5S,D02_MR_Norfair,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,Samus | Szerosuit,130,163,metroid,0
209,SOUND5T,D03_MR_Ending,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,Samus | Szerosuit,132,165,metroid,0
210,SOUND5U,D04_SMR_VsRidley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,Samus | Szerosuit,134,167,metroid,0
211,SOUND5V,D05_SMR_SamusAranNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,Samus | Szerosuit,133,166,metroid,0
212,SOUND5W,D06_FSN_Sector1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,metroid,CharacterRandom,Samus | Szerosuit,135,168,metroid,0
213,SOUND5X,E02_ILD_Athletic,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,yoshi,CharacterRandom,Yoshi,159,177,yoshi,0
214,SOUND5Y,E05_CTY_Ohanabatake,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,yoshi,CharacterRandom,Yoshi,163,181,yoshi,0
215,SOUND5Z,E06_ILDS_KouyaNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,yoshi,CharacterRandom,Yoshi,164,182,yoshi,0
216,SOUND60,F02_KBY_DededeOuNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,171,189,kirby,0
217,SOUND61,F03_KBY_BossThemeMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,190,208,kirby,0
218,SOUND62,F04_YIM_ButterBuilding,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,174,192,kirby,0
219,SOUND63,F05_SDX_GekitotsuGourmetRace,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,178,196,kirby,0
220,SOUND64,F06_SDX_MetaKnightNoGyakushuu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,180,198,kirby,0
221,SOUND65,F07_SDX_VsMarx,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,181,199,kirby,0
222,SOUND66,F08_KBY64_ZeroTwoSen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,183,201,kirby,0
223,SOUND67,F12_SDD_DorocheDanNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,kirby,CharacterRandom,Kirby | Metaknight | Dedede,189,207,kirby,0
224,SOUND68,G01_SFX_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,195,213,starfox,0
225,SOUND69,G02_SFX_Corneria,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,196,214,starfox,0
226,SOUND6A,G03_SFX64_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,199,217,starfox,0
227,SOUND6B,G04_SFX64_Area6,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,202,220,starfox,0
228,SOUND6C,G05_SFX64_StarWolf,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,205,223,starfox,0
229,SOUND6D,G10_SFX_SpaceArmada,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,197,215,starfox,0
230,SOUND6E,G11_SFX64_Area6Ver2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,starfox,CharacterRandom,Fox | Falco,203,221,starfox,0
231,SOUND6F,H01_PM_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,210,228,pokemon,0
232,SOUND6G,H02_PM_PokemonCenter,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,212,230,pokemon,0
233,SOUND6H,H03_PM_TokiwaHenoMichi_NibiCity,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,211,229,pokemon,0
234,SOUND6I,H04_PM_PokemonGym_Shinka,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,213,231,pokemon,0
235,SOUND6J,H05_RS_Sentou_YaseiPokemon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,216,234,pokemon,0
236,SOUND6K,H06_RS_ChampionRoad,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,217,235,pokemon,0
237,SOUND6L,H08_DP_DialgaPalkia_YariNoHashira,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,222,240,pokemon,0
238,SOUND6M,H09_DP_GingaDan,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,220,238,pokemon,0
239,SOUND6N,H10_DP_209BanDouro,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,221,239,pokemon,0
240,SOUND6O,I01_FZR_MuteCity,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fzero,CharacterRandom,Captain,144,251,fzero,0
241,SOUND6P,I02_FZR_WhiteLand,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fzero,CharacterRandom,Captain,149,256,fzero,0
242,SOUND6Q,I03_FZR_FireField,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fzero,CharacterRandom,Captain,150,257,fzero,0
243,SOUND6R,J02_FEM_Theme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,241,274,fireemblem,0
244,SOUND6S,J03_FEM_AankokuRyuuMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,243,276,fireemblem,0
245,SOUND6T,J06_SNK_ShingekiJunbi,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,251,284,fireemblem,0
246,SOUND6U,J07_FNK_WinningRoad_RoyNoKibou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,249,282,fireemblem,0
247,SOUND6V,J08_RNK_Kougeki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,250,283,fireemblem,0
248,SOUND6W,K01_MTR_Snowman,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mother,CharacterRandom,Ness | Lucas,235,268,mother,0
249,SOUND6X,K07_MTR_PorkyNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mother,CharacterRandom,Ness | Lucas,238,271,mother,0
250,SOUND6Y,K08_MTR3_AiNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mother,CharacterRandom,Ness | Lucas,240,273,mother,0
251,SOUND6Z,K09_MTR3_Revenge_BukkowashiSanka,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,mother,CharacterRandom,Ness | Lucas,239,272,mother,0
252,SOUND70,L01_PIK2_WorldMap,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pikmin,CharacterRandom,Pikmin,291,322,pikmin,0
253,SOUND71,L03_PIK_KankyouOn,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pikmin,CharacterRandom,Pikmin,290,321,pikmin,0
254,SOUND72,L07_PIK_Clear_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,pikmin,CharacterRandom,Pikmin,289,320,pikmin,0
255,SOUND73,M02_MIW_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,wario,UnlockableCharacterFirst,Wario,281,312,wario,0
256,SOUND74,N01_DNM_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,doubutsu,CharacterRandom,Murabito,295,326,doubutsu,0
257,SOUND75,N02_DNM_Yuke_KekeRider,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,doubutsu,CharacterRandom,Murabito,296,327,doubutsu,0
