BGMID,Title,unk1,unk2,unk3,unk4,MenuCheckPoint1,MenuCheckPoint2,MenuCheckPoint3,MenuCheckPoint4,LoopStartTime,LoopEndTime,LoopStartSample,LoopEndSample,StreamTotalDuration,StreamTotalSamples
374,CUS280_smash_superstars,1,-1,400,-1,-1,-1,-1,-1,0,158768,0,7620911,158769,7620912
375,CUS281_melee_remix,1,-1,400,-1,-1,-1,-1,-1,0,105952,0,4672512,105952,4672513
376,CUS282_homebound,1,-1,400,-1,-1,-1,-1,-1,0,188102,0,8295304,188102,8295305
377,CUS283_melee_targets,1,-1,400,-1,-1,-1,-1,-1,11702,263722,516096,11630176,263722,11630177
378,CUS284_frosty_fruits,1,-1,400,-1,-1,-1,-1,-1,17920,137920,573440,4413440,137920,4413441
379,CUS285_shiver_mountain,1,-1,400,-1,-1,-1,-1,-1,18204,71115,802816,3136214,71115,3136215
380,CUS286_dire_eel,1,-1,400,-1,-1,-1,-1,-1,90046,251297,3971072,11082235,251297,11082236
381,CUS287_phendrana_drifts,1,-1,400,-1,-1,-1,-1,-1,1344,220481,43008,7055415,220481,7055416
382,CUS288_brawl_remix,1,-1,400,-1,-1,-1,-1,-1,325,79325,14336,3498275,79325,3498276
383,CUS289_central_highway_remix,1,-1,400,-1,-1,-1,-1,-1,21455,122207,946176,5389347,122207,5389348
384,CUS290_big_blue_gx,1,-1,400,-1,-1,-1,-1,-1,7151,126266,315392,5568354,126266,5568355
385,CUS291_crisis_city,1,-1,400,-1,-1,-1,-1,-1,37333,185841,1792000,8920400,185841,8920401
386,CUS292_bach_rider,1,-1,400,-1,-1,-1,-1,-1,65408,299157,3139584,14359550,299157,14359551
387,CUS293_mario_circuit_remix,1,-1,400,-1,-1,-1,-1,-1,37930,252141,1820672,12102812,252141,12102813
388,CUS294_overworld_mario_land,1,-1,400,-1,-1,-1,-1,-1,325,112543,14336,4963186,112543,4963187
389,CUS295_rainbow_road_medley,1,-1,400,-1,-1,-1,-1,-1,6826,259964,301056,11464418,259964,11464419
390,CUS296_maple_treeway,1,-1,400,-1,-1,-1,-1,-1,6272,69605,200704,2227385,69605,2227386
391,CUS297_eggman_showdown,1,-1,400,-1,-1,-1,-1,-1,37384,127537,1648640,5624394,127537,5624395
392,CUS298_bowser_lava_lair,1,-1,400,-1,-1,-1,-1,-1,25536,80082,817152,2562645,80082,2562646
393,CUS299_phase2_paper_jam,1,-1,400,-1,-1,-1,-1,-1,11200,143200,358400,4582414,143200,4582415
394,CUS300_let_mom_sleep,1,-1,400,-1,-1,-1,-1,-1,15928,191989,702464,8466739,191989,8466740
395,CUS301_VSred_remix,1,-1,400,-1,-1,-1,-1,-1,0,111336,0,4909927,111336,4909928
396,CUS302_gears_grindin,1,-1,400,-1,-1,-1,-1,-1,2275,350406,100352,15452928,350406,15452929
397,CUS303_fear_factory_returns,1,-1,400,-1,-1,-1,-1,-1,2240,167015,71680,5344498,167015,5344499
398,CUS304_guile_remix,1,-1,400,-1,-1,-1,-1,-1,47461,168493,2093056,7430551,168493,7430552
399,CUS305_primal_dialga,1,-1,400,-1,-1,-1,-1,-1,26282,375082,1261568,18003954,375082,18003955
400,CUS307_forest_interlude_remix,1,-1,400,-1,-1,-1,-1,-1,10077,142596,444416,6288509,142596,6288510
401,CUS308_flandre,1,-1,400,-1,-1,-1,-1,-1,74368,254589,2379776,8146866,254589,8146867
402,CUS309_king_dedeDnb,1,-1,400,-1,-1,-1,-1,-1,45397,191610,2179072,9197326,191610,9197327
403,CUS310_battlefield_storm,1,-1,400,-1,-1,-1,-1,-1,6176,208817,272384,9208841,208817,9208842
404,CUS311_midna_lament_remix,1,-1,400,-1,-1,-1,-1,-1,10727,234275,473088,10331570,234275,10331571
405,CUS312_brinstar_overgrown_remix,1,-1,400,-1,-1,-1,-1,-1,8777,112161,387072,4946327,112161,4946328
406,CUS313_runda,1,-1,400,-1,-1,-1,-1,-1,448,180448,14336,5774338,180448,5774339
407,CUS314_doppelganger,1,-1,400,-1,-1,-1,-1,-1,19504,203570,860160,8977464,203570,8977465
408,CUS315_fleeing_ecstasy,1,-1,400,-1,-1,-1,-1,-1,17554,164230,774144,7242553,164230,7242554
409,CUS316_greenhorn_forest,1,-1,400,-1,-1,-1,-1,-1,19247,75224,616448,2409303,75224,2409304
410,CUS317_turn_the_tides,1,-1,400,-1,-1,-1,-1,-1,116378,232744,5132288,10264049,232744,10264050
411,CUS318_homecoming_hijinx,1,-1,400,-1,-1,-1,-1,-1,29568,149568,946176,4786201,149568,4786202
412,CUS319_encounter_abyss,1,-1,400,-1,-1,-1,-1,-1,56563,261925,2494464,11550908,261925,11550909
413,CUS320_throwback_galaxy,1,-1,400,-1,-1,-1,-1,-1,8126,76016,358400,3352320,76016,3352321
414,CUS321_forest_frenzy_returns,1,-1,400,-1,-1,-1,-1,-1,30912,116449,989184,3726384,116449,3726385
415,CUS322_back_to_mad,1,-1,400,-1,-1,-1,-1,-1,26656,169826,1175552,7489362,169826,7489363
416,CUS323_running_hell,1,-1,400,-1,-1,-1,-1,-1,0,67593,0,2980864,67593,2980865
417,CUS324_star_wolf_HoH,1,-1,400,-1,-1,-1,-1,-1,59136,204399,2838528,9811159,204399,9811160
418,CUS325_positive_force,1,-1,400,-1,-1,-1,-1,-1,0,168001,0,7408865,168001,7408866
419,CUS326_skull_fortress,1,-1,400,-1,-1,-1,-1,-1,0,251360,0,8043520,251360,8043521
420,CUS327_club_wario,1,-1,400,-1,-1,-1,-1,-1,44800,269805,2150400,12950677,269805,12950678
421,CUS328_roller_mobster,1,-1,400,-1,-1,-1,-1,-1,52012,139971,2293760,6172745,139971,6172746
422,CUS329_hurry_up,1,-1,400,-1,-1,-1,-1,-1,106626,192216,4702208,8476736,192216,8476737
423,CUS330_megalovania,1,-1,400,-1,-1,-1,-1,-1,0,156010,0,6880064,156010,6880065
424,CUS331_glittertown,1,-1,400,-1,-1,-1,-1,-1,11200,90400,358400,2892804,90400,2892805
425,CUS332_s-tier,1,-1,400,-1,-1,-1,-1,-1,23405,285223,1032192,12578368,285223,12578369
426,CUS333_boss_shin_megami_IV,1,-1,400,-1,-1,-1,-1,-1,12678,98228,559104,4331896,98228,4331897
427,CUS334_big_top_bop,1,-1,400,-1,-1,-1,-1,-1,86464,252752,2766848,8088092,252752,8088093
428,CUS335_slipstream,1,-1,400,-1,-1,-1,-1,-1,0,322352,0,14215767,322353,14215768
429,CUS336_ashes_to_ashes,1,-1,400,-1,-1,-1,-1,-1,29582,158820,1304576,7003965,158820,7003966
430,CUS337_melty_molten_galaxy,1,-1,400,-1,-1,-1,-1,-1,4032,74032,129024,2369025,74032,2369026
431,CUS338_solar_sect_mystic_wisdom,1,-1,400,-1,-1,-1,-1,-1,166440,332529,7340032,14664560,332529,14664561
432,CUS339_decisive_battle,1,-1,400,-1,-1,-1,-1,-1,0,52844,0,2330440,52844,2330441
433,CUS340_together_we_ride,1,-1,400,-1,-1,-1,-1,-1,45836,164679,2021376,7262370,164679,7262371
434,CUS341_green_hill_zone_modern,1,-1,400,-1,-1,-1,-1,-1,7765,129265,372736,6204738,129265,6204739
435,CUS342_in_the_zone,1,-1,400,-1,-1,-1,-1,-1,27178,89358,1304576,4289230,89358,4289231
436,CUS343_windmill_isle,1,-1,400,-1,-1,-1,-1,-1,14634,158634,702464,7614469,158634,7614470
437,CUS344_sonic_racing_generations,1,-1,400,-1,-1,-1,-1,-1,40320,164191,1935360,7881169,164191,7881170
438,CUS346_rival_metal_sonic,1,-1,400,-1,-1,-1,-1,-1,22101,86869,1060864,4169712,86869,4169713
439,CUS347_big_arms,1,-1,400,-1,-1,-1,-1,-1,23730,213615,1046528,9420441,213615,9420442
440,CUS348_speed_highway_modern,1,-1,400,-1,-1,-1,-1,-1,4551,108937,200704,4804132,108937,4804133
441,CUS349_sky_sanctuary_modern,1,-1,400,-1,-1,-1,-1,-1,1792,159096,86016,7636609,159096,7636610
442,CUS350_dirty_kirby,1,-1,400,-1,-1,-1,-1,-1,0,386820,0,17058806,386821,17058807
443,CUS351_unknown_persona_4,1,-1,400,-1,-1,-1,-1,-1,0,64001,0,2822457,64001,2822458
444,CUS352_hoenn_elite_four,1,-1,400,-1,-1,-1,-1,-1,2925,155424,129024,6854226,155424,6854227
445,CUS353_seeker_of_truth,1,-1,400,-1,-1,-1,-1,-1,62740,114905,2766848,5067315,114905,5067316
446,CUS354_unfinished_business,1,-1,400,-1,-1,-1,-1,-1,31857,365791,1404928,16131411,365791,16131412
447,CUS355_gym_leader_kanto,1,-1,400,-1,-1,-1,-1,-1,15603,189439,688128,8354295,189439,8354296
448,CUS356_champion_cynthia_remix,1,-1,400,-1,-1,-1,-1,-1,80341,203005,3856384,9744249,203005,9744250
449,CUS357_megabyte_punch_boss,1,-1,400,-1,-1,-1,-1,-1,0,113265,0,4994987,113265,4994988
450,CUS358_daigo_temple_cherry,1,-1,400,-1,-1,-1,-1,-1,3900,84489,172032,3725989,84489,3725990
451,CUS359_daigo_temple_moonlight,1,-1,400,-1,-1,-1,-1,-1,1300,81300,57344,3585344,81300,3585345
452,CUS360_reveal_the_truth,1,-1,400,-1,-1,-1,-1,-1,0,250279,0,11037304,250279,11037305
453,CUS361_jenova_remix,1,-1,400,-1,-1,-1,-1,-1,0,166000,0,7320600,166000,7320601
454,CUS362_polygons_are_inacccurate,1,-1,400,-1,-1,-1,-1,-1,21130,121021,931840,5337028,121021,5337029
455,CUS363_knock_knock,1,-1,400,-1,-1,-1,-1,-1,75418,241233,3325952,10638418,241233,10638419
456,CUS364_ryu_determination,1,-1,400,-1,-1,-1,-1,-1,16725,112724,802816,5410779,112724,5410780
457,CUS365_unknown,1,-1,400,-1,-1,-1,-1,-1,43235,147142,1906688,6488985,147142,6488986
458,CUS366_megaman3_theme_,1,-1,400,-1,-1,-1,-1,-1,2600,213114,114688,9398333,213114,9398334
459,CUS367_heart_of_fire,1,-1,400,-1,-1,-1,-1,-1,15232,121473,487424,3887146,121473,3887147
460,CUS368_greenwaves,1,-1,400,-1,-1,-1,-1,-1,2925,98768,129024,4355692,98768,4355693
461,CUS369_volt_catfish,1,-1,400,-1,-1,-1,-1,-1,15603,186261,688128,8214154,186262,8214155
462,CUS370_delfino_rearranged,1,-1,400,-1,-1,-1,-1,-1,18204,89972,802816,3967784,89972,3967785
463,CUS371_les_vegas,1,-1,400,-1,-1,-1,-1,-1,3250,81679,143360,3602058,81679,3602059
464,CUS372_dolphin_shoals,1,-1,400,-1,-1,-1,-1,-1,4928,88406,157696,2829000,88406,2829001
465,CUS373_never_let_up,1,-1,400,-1,-1,-1,-1,-1,7765,86122,186368,2066946,86122,2066947
466,CUS374_delfino_secret,1,-1,400,-1,-1,-1,-1,-1,1792,108293,57344,3465403,108293,3465404
467,CUS375_sun_rises,1,-1,400,-1,-1,-1,-1,-1,113127,323601,4988928,14270841,323601,14270842
468,CUS376_hell,1,-1,400,-1,-1,-1,-1,-1,0,78000,0,3439744,78000,3439745
469,CUS377_gateway_colloseum,1,-1,400,-1,-1,-1,-1,-1,19712,86959,630784,2782704,86959,2782705
470,CUS378_time_chill,1,-1,400,-1,-1,-1,-1,-1,0,235258,0,10374878,235258,10374879
471,CUS379_wily_remix,1,-1,400,-1,-1,-1,-1,-1,22400,121727,716800,3895288,121727,3895289
472,CUS380_ryu_sfiv,1,-1,400,-1,-1,-1,-1,-1,13978,97814,616448,4313638,97814,4313639
473,CUS381_outer_wall,1,-1,400,-1,-1,-1,-1,-1,109876,362218,4845568,15973845,362218,15973846
474,CUS382_toy_block_tower,1,-1,400,-1,-1,-1,-1,-1,16426,83152,788480,3991328,83152,3991329
475,CUS383_rock_wall,1,-1,400,-1,-1,-1,-1,-1,10727,39174,473088,1727614,39174,1727615
476,CUS384_toss_up_flat_one,1,-1,400,-1,-1,-1,-1,-1,36437,221385,1748992,10626508,221385,10626509
477,CUS385_chillin_bros,1,-1,400,-1,-1,-1,-1,-1,1344,87752,43008,2808087,87752,2808088
478,CUS386_fever_remix,1,-1,400,-1,-1,-1,-1,-1,17322,158120,831488,7589791,158120,7589792
479,CUS387_final_battle_oot,1,-1,400,-1,-1,-1,-1,-1,10304,280891,329728,8988518,280891,8988519
480,CUS388_dragon_rider,1,-1,400,-1,-1,-1,-1,-1,27328,103077,874496,3298468,103077,3298469
481,CUS389_crowned,1,-1,400,-1,-1,-1,-1,-1,14037,143767,673792,6900834,143767,6900835
482,CUS390_busted_bayou,1,-1,400,-1,-1,-1,-1,-1,102144,233641,3268608,7476526,233641,7476527
483,CUS391_battlerock_galaxy,1,-1,400,-1,-1,-1,-1,-1,26880,113539,860160,3633277,113539,3633278
484,CUS392_building_walls_cold,1,-1,400,-1,-1,-1,-1,-1,68096,186519,3268608,8952957,186519,8952958
485,CUS393_volcanic_rim,1,-1,400,-1,-1,-1,-1,-1,13003,94458,573440,4165626,94458,4165627
486,CUS394_castle_dracula_despair,1,-1,400,-1,-1,-1,-1,-1,22105,105523,974848,4653569,105523,4653570
487,CUS395_final_antasma_battle,1,-1,400,-1,-1,-1,-1,-1,2600,82137,114688,3622272,82137,3622273
488,CUS396_en_garde,1,-1,400,-1,-1,-1,-1,-1,22101,132288,1060864,6349855,132288,6349856
489,CUS397_strong_and_strike,1,-1,400,-1,-1,-1,-1,-1,0,123873,0,3963953,123873,3963954
490,CUS398_challengers,1,-1,400,-1,-1,-1,-1,-1,32507,157511,1433600,6946277,157511,6946278
491,CUS400_sunshine_seaside,1,-1,400,-1,-1,-1,-1,-1,7801,209048,344064,9219054,209048,9219055
492,CUS401_those_who_fight_further,1,-1,400,-1,-1,-1,-1,-1,2275,89803,100352,3960343,89803,3960344
493,CUS402_vampire_killer,1,-1,400,-1,-1,-1,-1,-1,2275,92310,100352,4070885,92310,4070886
494,CUS403_bloody_tears,1,-1,400,-1,-1,-1,-1,-1,1792,99291,86016,4766015,99292,4766016
495,CUS404_bounty_of_brain,1,-1,400,-1,-1,-1,-1,-1,72167,222542,3182592,9814116,222542,9814117
496,CUS405_koopa_castle_oc,1,-1,400,-1,-1,-1,-1,-1,78019,181756,3440640,8015458,181756,8015459
498,CUS406_subcon,1,-1,400,-1,-1,-1,-1,-1,12992,111518,415744,3568594,111518,3568595
500,CvSNK2_Stimulation,1,-1,400,-1,-1,-1,-1,-1,0,61428,0,2709017,61429,2709020
501,CvSNK2_TheLordGod,1,-1,400,-1,-1,-1,-1,-1,325,80356,14336,3543715,80356,3543717
502,CvSNK2_TrueLoveMaking,1,-1,400,-1,-1,-1,-1,-1,10402,95489,458752,4211080,95489,4211082
503,Dancing1st,1,-1,400,-1,-1,-1,-1,-1,2090,110013,100352,5280670,110014,5280672
504,Dancing2nd,1,-1,400,-1,-1,-1,-1,-1,54613,123501,2408448,5446398,123501,5446400
505,Dancing3rd,1,-1,400,-1,-1,-1,-1,-1,11349,103807,544768,4982771,103807,4982774
506,DancingFinal,1,-1,400,-1,-1,-1,-1,-1,40320,193224,1935360,9274790,193224,9274791
507,DarkSamusBoss,1,-1,400,-1,-1,-1,-1,-1,448,107963,14336,3454839,107963,3454842
508,DawnBrigade,1,-1,400,-1,-1,-1,-1,-1,8512,41163,272384,1317231,41163,1317232
509,DeathGlam,1,-1,400,-1,-1,-1,-1,-1,6826,139797,301056,6165053,139797,6165056
510,DededeThree,1,-1,400,-1,-1,-1,-1,-1,14784,109926,473088,3517656,109926,3517659
517,DKC2_Bayou,1,-1,400,-1,-1,-1,-1,-1,77056,148731,3698688,7139089,148731,7139090
522,DKC2_BurningIdolMining,1,-1,400,-1,-1,-1,-1,-1,104675,204511,4616192,9018943,204511,9018946
533,DKC2_CastleCrescendo,1,-1,400,-1,-1,-1,-1,-1,15603,199183,688128,8784013,199184,8784015
555,DKC2_CrocodileCacophony,1,-1,400,-1,-1,-1,-1,-1,2090,57391,100352,2754814,57392,2754816
556,DKC2_HotHead,1,-1,400,-1,-1,-1,-1,-1,106624,212323,5117952,10191519,212323,10191521
557,DKC3_HotPursuit,1,-1,400,-1,-1,-1,-1,-1,7765,110802,372736,5318498,110802,5318500
558,DKC3_RockfaceRumble,1,-1,400,-1,-1,-1,-1,-1,8064,71063,387072,3411031,71063,3411034
559,DKC3_StiltVillageGBA,1,-1,400,-1,-1,-1,-1,-1,6501,162152,286720,7150923,162152,7150926
560,DKC3_TreetopTumble,1,-1,400,-1,-1,-1,-1,-1,18816,91104,903168,4373036,91104,4373038
561,DKCR_CogJogSwitcheroo,1,-1,400,-1,-1,-1,-1,-1,1344,681341,43008,21802941,681342,21802944
562,DKCTF_AlpineIncline,1,-1,400,-1,-1,-1,-1,-1,27328,473738,874496,15159622,473738,15159625
563,DKCTF_FreezieBreezie,1,-1,400,-1,-1,-1,-1,-1,12992,222991,415744,7135743,222992,7135744
564,DKCTF_FunkyWaters,1,-1,400,-1,-1,-1,-1,-1,8960,137538,286720,4401225,137538,4401228
565,DKCTF_GrasslandGroove,1,-1,400,-1,-1,-1,-1,-1,6272,420791,200704,13465341,420792,13465344
566,DKCTF_PunchBowl,1,-1,400,-1,-1,-1,-1,-1,15680,159679,501760,5109757,159679,5109759
567,DKCTF_SeashoreWar,1,-1,400,-1,-1,-1,-1,-1,42112,195796,1347584,6265476,195796,6265479
568,DKCTF_TwilightTerror,1,-1,400,-1,-1,-1,-1,-1,13888,152337,444416,4874799,152337,4874800
569,DKCTF_WindmillHills,1,-1,400,-1,-1,-1,-1,-1,14784,132715,473088,4246883,132715,4246885
570,DKIsle,1,-1,400,-1,-1,-1,-1,-1,3979,111661,86016,2413795,111662,2413798
571,DKMountain,1,-1,400,-1,-1,-1,-1,-1,15680,71734,501760,2295504,71734,2295506
572,DKPark,1,-1,400,-1,-1,-1,-1,-1,8064,119221,258048,3815098,119221,3815099
573,DKParkway,1,-1,400,-1,-1,-1,-1,-1,2240,17362,71680,555603,17362,555606
574,DontSay,1,-1,400,-1,-1,-1,-1,-1,25356,248459,1118208,10957050,248459,10957052
575,DrDoom,1,-1,400,-1,-1,-1,-1,-1,16128,86716,774144,4162395,86716,4162398
576,DSDelfino,1,-1,400,-1,-1,-1,-1,-1,14336,78684,458752,2517905,78684,2517907
577,DXME_OpeningMelee,1,-1,400,-1,-1,-1,-1,-1,10304,97838,329728,3130847,97839,3130848
578,Earthbound_SanctuaryGuardian,1,-1,400,-1,-1,-1,-1,-1,8064,72468,258048,2319003,72468,2319006
579,EB_MegaLoStrike,1,-1,400,-1,-1,-1,-1,-1,95898,149175,4229120,6578639,149175,6578641
580,EB_YourNamePlease,1,-1,400,-1,-1,-1,-1,-1,0,90870,0,4007409,90870,4007411
581,ElectricDe,1,-1,400,-1,-1,-1,-1,-1,13978,120007,616448,5292349,120007,5292352
582,EverybodyParty,1,-1,400,-1,-1,-1,-1,-1,1792,36279,57344,1160945,36279,1160947
583,ExplorersSky_TemporalRemix,1,-1,400,-1,-1,-1,-1,-1,22430,147957,989184,6524926,147957,6524929
584,FactoryStage,1,-1,400,-1,-1,-1,-1,-1,10727,125082,473088,5516129,125082,5516132
585,FamicomMedley,1,-1,400,-1,-1,-1,-1,-1,448,124287,14336,3977214,124288,3977216
586,FEThemeSummer,1,-1,400,-1,-1,-1,-1,-1,29269,58802,1404928,2822536,58802,2822538
587,FFAC_OneWingedAngelAC,1,-1,400,-1,-1,-1,-1,-1,89396,351343,3942400,15494248,351343,15494251
588,FFAC_ThoseWhoFightFurther,1,-1,400,-1,-1,-1,-1,-1,54288,220851,2394112,9739530,220851,9739532
589,FiddleDe,1,-1,400,-1,-1,-1,-1,-1,4226,78973,186368,3482751,78973,3482752
590,FightingSpirit,1,-1,400,-1,-1,-1,-1,-1,10752,98024,516096,4705185,98024,4705187
591,FinalBattleCT,1,-1,400,-1,-1,-1,-1,-1,975,101256,43008,4465408,101256,4465410
592,FinalBoss,1,-1,400,-1,-1,-1,-1,-1,19712,179711,630784,5750783,179712,5750786
593,FirstBattle,1,-1,400,-1,-1,-1,-1,-1,11648,58971,372736,1887102,58971,1887103
594,FlatZoneRemix,1,-1,400,-1,-1,-1,-1,-1,650,169749,28672,7485942,169749,7485945
595,FleetGlide,1,-1,400,-1,-1,-1,-1,-1,11648,79143,372736,2532591,79143,2532593
596,FloatIsland,1,-1,400,-1,-1,-1,-1,-1,1792,63725,57344,2039217,63725,2039219
597,FoeOther,1,-1,400,-1,-1,-1,-1,-1,4876,51880,215040,2287922,51880,2287925
598,ForceYourWay,1,-1,400,-1,-1,-1,-1,-1,6501,114500,286720,5049470,114500,5049472
599,Fortuna,1,-1,400,-1,-1,-1,-1,-1,16576,77533,530432,2481083,77533,2481086
600,FuryFFXIV,1,-1,400,-1,-1,-1,-1,-1,21455,160273,946176,7068046,160273,7068048
601,Fyrus,1,-1,400,-1,-1,-1,-1,-1,34458,164037,1519616,7234063,164037,7234065
602,GalactaKnight,1,-1,400,-1,-1,-1,-1,-1,28224,74106,903168,2371401,74106,2371403
603,GalactaKnightDream,1,-1,400,-1,-1,-1,-1,-1,8512,51845,272384,1659049,51845,1659051
604,Ganondorf2ndHalf,1,-1,400,-1,-1,-1,-1,-1,16253,237963,716800,10494203,237963,10494204
605,GanondorfWW,1,-1,400,-1,-1,-1,-1,-1,81920,215043,3612672,9483403,215043,9483406
606,GanonOOT,1,-1,400,-1,-1,-1,-1,-1,2600,65326,114688,2880877,65326,2880878
607,GanonTP,1,-1,400,-1,-1,-1,-1,-1,975,167538,43008,7388458,167538,7388459
608,GBAcheese,1,-1,400,-1,-1,-1,-1,-1,15232,90458,487424,2894685,90459,2894688
609,GBA_MarioCircuit,1,-1,400,-1,-1,-1,-1,-1,7616,57765,243712,1848486,57765,1848488
610,GGIsuka,1,-1,400,-1,-1,-1,-1,-1,64040,156722,2824192,6911450,156722,6911453
611,GhostHouse,1,-1,400,-1,-1,-1,-1,-1,896,83678,43008,4016545,83678,4016548
612,Gin_Oriens,1,-1,400,-1,-1,-1,-1,-1,25984,120662,1247232,5791804,120662,5791805
613,GlintLight,1,-1,400,-1,-1,-1,-1,-1,12842,101263,616448,4860659,101263,4860662
614,GloamValley,1,-1,400,-1,-1,-1,-1,-1,8452,71220,186368,1570408,71220,1570409
615,GoldSaucer,1,-1,400,-1,-1,-1,-1,-1,650,51472,28672,2269949,51472,2269952
616,Gouki,1,-1,400,-1,-1,-1,-1,-1,325,92791,14336,4092102,92791,4092105
617,GrandDoomer,1,-1,400,-1,-1,-1,-1,-1,18816,93145,602112,2980667,93145,2980669
618,GraspIt,1,-1,400,-1,-1,-1,-1,-1,12992,69402,415744,2220876,69402,2220879
619,Grasslands,1,-1,400,-1,-1,-1,-1,-1,2275,86980,100352,3835855,86980,3835857
620,Gratia,1,-1,400,-1,-1,-1,-1,-1,5201,58541,229376,2581698,58541,2581701
621,GreenGreensRainbow,1,-1,400,-1,-1,-1,-1,-1,1194,63549,57344,3050376,63549,3050379
622,GreenWorld3,1,-1,400,-1,-1,-1,-1,-1,7151,56250,157696,1240329,56250,1240330
623,GunMobile,1,-1,400,-1,-1,-1,-1,-1,9856,92616,315392,2963729,92616,2963730
624,Hisstocrat,1,-1,400,-1,-1,-1,-1,-1,5526,67091,243712,2958733,67091,2958736
625,HM_InnerAnimal,1,-1,400,-1,-1,-1,-1,-1,0,191819,0,8459233,191819,8459234
626,HM_Main,1,-1,400,-1,-1,-1,-1,-1,0,192026,0,8468349,192026,8468352
627,HM_Paris,1,-1,400,-1,-1,-1,-1,-1,0,249613,0,11007960,249613,11007961
628,Hotline_Crystals,1,-1,400,-1,-1,-1,-1,-1,54938,255522,2422784,11268522,255522,11268524
629,Hotline_Hydrogen,1,-1,400,-1,-1,-1,-1,-1,0,289593,0,12771069,289593,12771072
630,HowToPlay,1,-1,400,-1,-1,-1,-1,-1,31802,93720,1017856,2999622,93720,2999624
631,HyruleCircuit,1,-1,400,-1,-1,-1,-1,-1,10304,63103,329728,2019321,63103,2019324
632,IceCreamRainbow,1,-1,400,-1,-1,-1,-1,-1,1792,57176,86016,2744456,57176,2744458
633,ICEICE,1,-1,400,-1,-1,-1,-1,-1,11648,55995,372736,1791865,55995,1791867
634,Invisible,1,-1,400,-1,-1,-1,-1,-1,18529,249508,817152,11003343,249508,11003346
635,Itsforyou,1,-1,400,-1,-1,-1,-1,-1,1300,130693,57344,5763581,130693,5763583
636,J1_StarsVsOpening,1,-1,400,-1,-1,-1,-1,-1,1300,87301,57344,3849982,87301,3849984
637,JenovaAbs,1,-1,400,-1,-1,-1,-1,-1,16253,118391,716800,5221062,118391,5221065
638,JSRF_ConceptOfLove,1,-1,400,-1,-1,-1,-1,-1,60789,210297,2680832,9274131,210297,9274134
639,JSRF_FlyButterfly,1,-1,400,-1,-1,-1,-1,-1,31857,200714,1404928,8851531,200715,8851534
640,JSRF_FunkyDealer,1,-1,400,-1,-1,-1,-1,-1,11377,202320,501760,8922328,202320,8922331
641,JSRF_LikeItLikeThat,1,-1,400,-1,-1,-1,-1,-1,44210,164210,1949696,7241704,164211,7241706
642,JSRF_Teknopathetic,1,-1,400,-1,-1,-1,-1,-1,1950,223955,86016,9876431,223955,9876433
643,JSR_ElectricToothBrush,1,-1,400,-1,-1,-1,-1,-1,28281,235043,1247232,10365433,235043,10365436
644,JSR_Sneakman,1,-1,400,-1,-1,-1,-1,-1,12353,241515,544768,10650846,241515,10650848
645,K14_StrongOne,1,-1,400,-1,-1,-1,-1,-1,14303,187823,630784,8283015,187823,8283018
646,Katina,1,-1,400,-1,-1,-1,-1,-1,2240,78458,71680,2510671,78458,2510673
647,KiD_KillerVibrations,1,-1,400,-1,-1,-1,-1,-1,0,148797,0,6561955,148797,6561956
648,KiD_SpreadTurn,1,-1,400,-1,-1,-1,-1,-1,0,158392,0,6985089,158392,6985090
649,King64Rool,1,-1,400,-1,-1,-1,-1,-1,3901,193241,86016,4260789,193241,4260792
650,KirbyStadium,1,-1,400,-1,-1,-1,-1,-1,7168,55962,229376,1790788,55962,1790790
651,KKFlamenco,1,-1,400,-1,-1,-1,-1,-1,0,129845,0,5726206,129845,5726208
652,KKJongara,1,-1,400,-1,-1,-1,-1,-1,35108,117260,774144,2585603,117261,2585606
653,Kokiri,1,-1,400,-1,-1,-1,-1,-1,9752,52783,430080,2327752,52783,2327755
654,LBP2_Automaton,1,-1,400,-1,-1,-1,-1,-1,0,213508,0,9415711,213508,9415712
655,LBP2_DesperateRomantics,1,-1,400,-1,-1,-1,-1,-1,24055,174613,1060864,7700439,174613,7700440
656,LBP2_FifthBeethoven,1,-1,400,-1,-1,-1,-1,-1,11702,179159,516096,7900922,179159,7900923
657,LBP2_NewFamily,1,-1,400,-1,-1,-1,-1,-1,74443,311720,3282944,13746860,311720,13746861
658,LBP2_SleepyHead,1,-1,400,-1,-1,-1,-1,-1,60789,171418,2680832,7559569,171418,7559570
659,LBP_Atlas,1,-1,400,-1,-1,-1,-1,-1,0,244885,0,10799471,244885,10799472
660,LBP_Canyons,1,-1,400,-1,-1,-1,-1,-1,0,248685,0,10967037,248685,10967038
661,LBP_Cornman,1,-1,400,-1,-1,-1,-1,-1,32182,191412,1419264,8441284,191412,8441285
662,LBP_DancingDrums,1,-1,400,-1,-1,-1,-1,-1,52662,309607,2322432,13653697,309607,13653698
663,LBP_GetItTogether,1,-1,400,-1,-1,-1,-1,-1,5201,167885,229376,7403764,167885,7403765
664,LBP_Metropolis,1,-1,400,-1,-1,-1,-1,-1,14303,147614,630784,6509784,147614,6509785
665,LBP_MyPatch,1,-1,400,-1,-1,-1,-1,-1,86796,223060,3827712,9836967,223060,9836968
666,LBP_RainbowWarrior,1,-1,400,-1,-1,-1,-1,-1,0,124827,0,5504879,124827,5504880
667,LBP_Song2,1,-1,400,-1,-1,-1,-1,-1,163514,287379,7211008,12673430,287379,12673431
